UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear,BookGroup
Physical,Horizon,BOOK,2020,1,3,The rules do not apply : a memoir / Ariel Levy.,NA,"Levy, Ariel","Levy Ariel, Levy Ariel Marriage, Women journalists United States Biography, Young women United States Biography, Miscarriage United States, Lesbians United States Biography, Sex role United States, Life change events United States","Random House,",c2017.,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,72,Wild: From Lost to Found on the Pacific Crest Trail (unabridged) (Unabridged),NA,Cheryl Strayed,"Biography & Autobiography, Nonfiction, Travel",Books on Tape,2012,Control
Digital,OverDrive,EBOOK,2020,1,67,So You Want to Talk About Race,NA,Ijeoma Oluo,"Nonfiction, Politics, Sociology","Hachette Digital, Inc.",2018,Treatment
Digital,OverDrive,EBOOK,2020,1,2,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",NA,Layla F. Saad,"Family & Relationships, Nonfiction, Self-Improvement, Sociology",Sourcebooks,2020,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,43,Hunger: A Memoir of (My) Body (unabridged) (Unabridged),NA,Roxane Gay,"Biography & Autobiography, Family & Relationships, Nonfiction",HarperCollins Publishers Inc.,2017,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,3,The Art of War (Unabridged),NA,Sun Tzu,"Business, Finance, Nonfiction","Sounds True, Inc",2007,Control
Physical,Horizon,BOOK,2020,1,16,Hunger : a memoir of (my) body / Roxane Gay.,NA,"Gay, Roxane","Gay Roxane, Body image, Eating disorders, Autobiographies","Harper, an imprint of HarperCollinsPublishers,",[2017],LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,81,The Art of War: The Essential Translation of the Classic Book of Life (unabridged) (Unabridged),NA,Sun Tzu,"History, Nonfiction, Philosophy","Blackstone Audio, Inc.",2005,Control
Digital,OverDrive,EBOOK,2020,1,4,Bettyville: A Memoir,NA,George Hodgman,"Biography & Autobiography, Family & Relationships, Gay/Lesbian, Nonfiction","Penguin Group (USA), Inc.",2015,LGBT
Physical,Horizon,BOOK,2020,1,22,The boys in the boat : nine Americans and their epic quest for gold at the 1936 Berlin Olympics / Daniel James Brown.,NA,"Brown, Daniel James, 1951-","University of Washington Rowing History, Olympic Games 11th 1936 Berlin Germany, Rowing United States History, Rowers United States Biography, Olympics History","Penguin Books,",2014.,Control
Digital,OverDrive,EBOOK,2020,1,11,The Book of Delights: Essays,NA,Ross Gay,"African American Nonfiction, Biography & Autobiography, Literary Criticism, Nonfiction",Workman Publishing,2019,LGBT
Digital,OverDrive,EBOOK,2020,1,13,White Rage: The Unspoken Truth of Our Racial Divide,NA,Carol Anderson,"History, Law, Nonfiction, Politics",Bloomsbury USA,2016,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,99,White Fragility: Why It's So Hard for White People to Talk About Racism (unabridged) (Unabridged),NA,Robin DiAngelo,"Family & Relationships, Nonfiction, Self-Improvement, Sociology",Books on Tape,2018,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,14,Steve Jobs (Unabridged),NA,Walter Isaacson,"Biography & Autobiography, Nonfiction, Technology","Recorded Books, LLC",2015,Control
Physical,Horizon,BOOK,2020,1,1,How to win friends and influence people for teen girls / presented by Donna Dale Carnegie.,NA,"Carnegie, Donna Dale","Teenage girls Psychology, Interpersonal relations in adolescence, Friendship in adolescence, Success in adolescence","Fireside,",[2005],Control
Digital,OverDrive,EBOOK,2020,1,38,The New Jim Crow,NA,Michelle Alexander,"Law, Nonfiction, Politics, Sociology",Lightning Source Inc,2012,Treatment
Digital,OverDrive,EBOOK,2020,1,3,The Art of War: A New Translation by Michael Nylan,NA,Sun Tzu,"Business, History, Military, Nonfiction",W. W. Norton & Company,2020,Control
Digital,OverDrive,EBOOK,2020,1,52,In the Dream House: A Memoir,NA,Carmen Maria Machado,"Biography & Autobiography, Gay/Lesbian, Nonfiction",Macmillan Publishers,2019,LGBT
Digital,OverDrive,EBOOK,2020,1,56,How to Be an Antiracist,NA,Ibram X. Kendi,"Biography & Autobiography, Nonfiction, Politics, Sociology","Random House, Inc.",2019,Treatment
Physical,Horizon,BOOK,2020,1,16,The boys in the boat : the true story of an American team's epic journey to win gold at the 1936 Olympics / Daniel James Brown ; adapted for young readers by Gregory Mone.,NA,"Brown, Daniel James, 1951-","University of Washington Rowing History Juvenile literature, Olympic Games 11th 1936 Berlin Germany Juvenile literature, Rowing United States History Juvenile literature, Rowers United States Biography Juvenile literature","Viking, an imprint of Penguin Random House LLC,",2015.,Control
Digital,OverDrive,EBOOK,2020,1,18,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,NA,Michelle Alexander,"Nonfiction, Politics",Perseus Books Group,2010,Treatment
Digital,OverDrive,EBOOK,2020,1,17,The Rules Do Not Apply: A Memoir,NA,Ariel Levy,"Biography & Autobiography, Nonfiction, Psychology, Sociology","Random House, Inc.",2017,LGBT
Digital,OverDrive,EBOOK,2020,1,83,White Fragility: Why It's So Hard for White People to Talk About Racism,NA,Robin DiAngelo,"Family & Relationships, Nonfiction, Self-Improvement, Sociology","Random House, Inc.",2018,Treatment
Physical,Horizon,BOOK,2020,1,32,When breath becomes air / Paul Kalanithi ; foreword by Abraham Verghese.,NA,"Kalanithi, Paul","Kalanithi Paul Health, Lungs Cancer Patients United States Biography, Neurosurgeons Biography, Husband and wife","Random House,",[2016],Control
Digital,OverDrive,AUDIOBOOK,2020,1,7,The Rules Do Not Apply: A Memoir (unabridged) (Unabridged),NA,Ariel Levy,"Biography & Autobiography, Nonfiction, Psychology, Sociology",Books on Tape,2017,LGBT
Physical,Horizon,BOOK,2020,1,333,How to be an antiracist / Ibram X. Kendi.,NA,"Kendi, Ibram X.","Kendi Ibram X, Anti racism United States, Racism Psychological aspects, United States Race relations","One World,",2019.,Treatment
Digital,OverDrive,EBOOK,2020,1,198,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,NA,Marie Kondo,"Home Design & Décor, Nonfiction, Philosophy, Self-Improvement","Random House, Inc.",2014,Control
Physical,Horizon,BOOK,2020,1,2,"Welcome to the universe : an astrophysical tour / Neil deGrasse Tyson, Michael A. Strauss, J. Richard Gott.",NA,"Tyson, Neil deGrasse","Cosmology Popular works, Stars Popular works, Relativity Physics Popular works","Princeton University Press,",2016.,Control
Digital,OverDrive,EBOOK,2020,1,15,Naturally Tan: A Memoir,NA,Tan France,"Biography & Autobiography, Gay/Lesbian, Nonfiction, Performing Arts",Macmillan Publishers,2019,LGBT
Physical,Horizon,BOOK,2020,1,23,Between the world and me / Ta-Nehisi Coates.,NA,"Coates, Ta-Nehisi","Race discrimination United States, African Americans Social conditions, African Americans Public opinion, Whites United States Attitudes, United States Race relations","Spiegel & Grau,",c2015.,Treatment
Physical,Horizon,BOOK,2020,1,5,Steve Jobs / Walter Isaacson.,NA,"Isaacson, Walter","Jobs Steve 1955 2011, Apple Computer Inc History, Computer engineers United States Biography, Chief executive officers United States Biography","Simon & Schuster,",2011.,Control
Digital,OverDrive,AUDIOBOOK,2020,1,191,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (unabridged) (Unabridged),NA,Marie Kondo,"Home Design & Décor, Nonfiction, Philosophy","Tantor Media, Inc",2015,Control
Physical,Horizon,BOOK,2020,1,9,White rage : the unspoken truth of our racial divide / Carol Anderson.,NA,"Anderson, Carol (Carol Elaine)","African Americans Civil rights History, African Americans Politics and government, African Americans Social conditions, Whites United States Attitudes History, Whites United States Politics and government, Opposition Political science United States History, Racism United States History, United States Race relations History","Bloomsbury USA,",2016.,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,514,So You Want to Talk about Race (Unabridged),NA,Ijeoma Oluo,"Nonfiction, Politics, Sociology","Blackstone Audio, Inc.",2018,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,59,When Breath Becomes Air (Unabridged),NA,Paul Kalanithi,"Biography & Autobiography, Nonfiction, Philosophy, Sociology",Books on Tape,2016,Control
Digital,OverDrive,EBOOK,2020,1,15,Bad Feminist: Essays,NA,Roxane Gay,"Essays, Humor (Nonfiction), Nonfiction, Sociology",HarperCollins Publishers Inc.,2014,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,83,How to Win Friends and Influence People (Unabridged),NA,Dale Carnegie,"Nonfiction, Self-Improvement",Simon & Schuster - Audiobooks,2008,Control
Physical,Horizon,BOOK,2020,1,1,Wild : from lost to found on the Pacific Crest Trail / Cheryl Strayed.,NA,"Strayed, Cheryl, 1968-","Strayed Cheryl 1968 Travel Pacific Crest Trail, Authors American 21st century Biography, Large type books, Pacific Crest Trail Description and travel","Thorndike Press,",2013.,Control
Physical,Horizon,BOOK,2020,1,350,In the dream house : a memoir / Carmen Maria Machado.,NA,"Machado, Carmen Maria","Machado Carmen Maria, Women authors American 21st century Biography, Abused lesbians United States Biography, Lesbians United States Biography","Graywolf Press,",[2019],LGBT
Physical,Horizon,BOOK,2020,1,72,So you want to talk about race / Ijeoma Oluo.,NA,"Oluo, Ijeoma","United States Race relations, Intercultural communication, Racism United States","Seal Press,",2018.,Treatment
Digital,OverDrive,EBOOK,2020,1,9,Welcome to the Universe: An Astrophysical Tour,NA,Neil DeGrasse Tyson,"Nonfiction, Science",Princeton University Press,2016,Control
Digital,OverDrive,EBOOK,2020,1,10,How to Win Friends and Influence People in the Digital Age,NA,Dale Carnegie,"Business, Nonfiction, Psychology, Self-Improvement","Simon & Schuster, Inc.",2014,Control
Digital,OverDrive,EBOOK,2020,1,3,The Art of War,NA,Tzu Sun,"History, Military, Nonfiction","Hachette Digital, Inc.",2010,Control
Digital,OverDrive,EBOOK,2020,1,113,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,NA,Daniel James Brown,"History, Nonfiction, Sports & Recreations","Penguin Group (USA), Inc.",2013,Control
Physical,Horizon,BOOK,2020,1,7,Stamped from the beginning : the definitive history of racist ideas in America / Ibram X. Kendi.,NA,"Kendi, Ibram X.","Racism United States History, United States Race relations","Nation Books,",[2016],Treatment
Physical,Horizon,BOOK,2020,1,11,Shortest way home : one mayor's challenge and a model for America's future / Pete Buttigieg.,NA,"Buttigieg, Pete, 1982-","Buttigieg Pete 1982, Mayors Indiana South Bend Biography, South Bend Ind Politics and government, Urban renewal Indiana South Bend, Afghan War 2001 Veterans Biography, Gay men Indiana Biography, South Bend Ind Biography","Liveright Publishing Corporation,",[2019],LGBT
Physical,Horizon,BOOK,2020,1,18,Stamped from the beginning : the definitive history of racist ideas in America / Ibram X. Kendi.,NA,"Kendi, Ibram X.","African Americans Social conditions History, Racism United States History, United States Race relations, Biographies","Nation Books,",2017.,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,39,The New Jim Crow: Mass Incarceration in the Age of Colorblindness (unabridged) (Unabridged),NA,Michelle Alexander,"Nonfiction, Sociology","Recorded Books, LLC",2018,Treatment
Digital,OverDrive,EBOOK,2020,1,7,Steve Jobs,NA,Walter Isaacson,"Biography & Autobiography, Business, Computer Technology, Nonfiction","Simon & Schuster, Inc.",2014,Control
Physical,Horizon,BOOK,2020,1,19,The color of law : a forgotten history of how our government segregated America / Richard Rothstein.,NA,"Rothstein, Richard","Segregation United States History 20th century, African Americans Segregation History 20th century, Discrimination in housing Government policy United States History 20th century, United States Race relations History 20th century","Liveright Publishing Corporation,",[2017],Treatment
Physical,Horizon,BOOK,2020,1,5,When breath becomes air / Paul Kalanithi ; foreword by Abraham Verghese.,NA,"Kalanithi, Paul","Kalanithi Paul Health, Lungs Cancer Patients United States Biography, Neurosurgeons Biography, Husband and wife","Thorndike Press, a part of Gale, Cengage Learning,",2016.,Control
Digital,OverDrive,AUDIOBOOK,2020,1,87,Between the World and Me (Unabridged),NA,Ta-Nehisi Coates,"African American Nonfiction, Biography & Autobiography, Nonfiction, Sociology",Books on Tape,2015,Treatment
Digital,OverDrive,EBOOK,2020,1,34,How to Win Friends and Influence People,NA,Dale Carnegie,"Business, Nonfiction, Psychology, Self Help","Simon & Schuster, Inc.",2014,Control
Physical,Horizon,BOOK,2020,1,15,Between the world and me / Ta-Nehisi Coates.,NA,"Coates, Ta-Nehisi","Race discrimination United States, African Americans Social conditions, African Americans Public opinion, Whites United States Attitudes, Large type books, United States Race relations","Thorndike Press, a part of Gale, Cengage Learning,",2016.,Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,11,"The Boys in the Boat: The True Story of an American Team's Epic Journey to Win Gold at the 1936 Olympics (unabridged, young readers adaptation) (Unabridged, Young Readers Adaptation)",NA,Daniel James Brown,"History, Juvenile Nonfiction, Sports & Recreations",Books on Tape,2018,Control
Physical,Horizon,BOOK,2020,1,23,"How to win friends and influence people / Dale Carnegie ; editorial consultant, Dorothy Carnegie ; editorial assistance, Arthur R. Pell.",NA,"Carnegie, Dale, 1888-1955","Success, Persuasion Psychology, Leadership, Business communication","Simon & Schuster,",2009.,Control
Physical,Horizon,BOOK,2020,1,74,White fragility : why it's so hard for white people to talk about racism / Robin DiAngelo.,NA,"DiAngelo, Robin J.","Racism, Whites, Race relations","Beacon Press,",[2018],Treatment
Digital,OverDrive,AUDIOBOOK,2020,1,21,Bad Feminist: Essays (unabridged) (Unabridged),NA,Roxane Gay,"Essays, Humor (Nonfiction), Nonfiction, Sociology",HarperCollins Publishers Inc.,2015,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,45,Naturally Tan: A Memoir (unabridged) (Unabridged),NA,Tan France,"Biography & Autobiography, Gay/Lesbian, Nonfiction, Performing Arts",Macmillan Audio,2019,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,23,In the Dream House: A Memoir (unabridged) (Unabridged),NA,Carmen Maria Machado,"Biography & Autobiography, Gay/Lesbian, Nonfiction",HighBridge Company,2020,LGBT
Digital,OverDrive,EBOOK,2020,1,39,Shortest Way Home: One Mayor's Challenge and a Model for America's Future,NA,Pete Buttigieg,"Biography & Autobiography, Nonfiction, Politics",W. W. Norton & Company,2019,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,2,The Art of War (Unabridged),NA,Sun Tzu,"History, Military, Nonfiction, Philosophy","Tantor Media, Inc",2007,Control
Digital,OverDrive,EBOOK,2020,1,14,Hunger: A Memoir of (My) Body,NA,Roxane Gay,"Biography & Autobiography, Family & Relationships, Nonfiction",HarperCollins Publishers Inc.,2017,LGBT
Digital,OverDrive,AUDIOBOOK,2020,1,206,Sapiens: A Brief History of Humankind (unabridged) (Unabridged),NA,Yuval Noah Harari,"History, Nonfiction, Science",HarperCollins Publishers Inc.,2018,Control
Digital,OverDrive,AUDIOBOOK,2020,1,63,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics (unabridged) (Unabridged),NA,Daniel James Brown,"History, Nonfiction, Sports & Recreations","Recorded Books, LLC",2016,Control
Physical,Horizon,BOOK,2020,1,28,Wild : from lost to found on the Pacific Crest Trail / Cheryl Strayed.,NA,"Strayed, Cheryl, 1968-","Strayed Cheryl 1968 Travel Pacific Crest Trail, Authors American 21st century Biography, Pacific Crest Trail Description and travel","Alfred A. Knopf,",2012.,Control
Digital,OverDrive,EBOOK,2020,1,45,Wild: From Lost to Found on the Pacific Crest Trail,NA,Cheryl Strayed,"Biography & Autobiography, Nonfiction, Travel","Random House, Inc.",2012,Control
Digital,OverDrive,AUDIOBOOK,2020,1,3,Bettyville: A Memoir (unabridged) (Unabridged),NA,George Hodgman,"Biography & Autobiography, Family & Relationships, Gay/Lesbian, Nonfiction","Recorded Books, LLC",2019,LGBT
Physical,Horizon,BOOK,2020,1,21,The book of delights / Ross Gay.,NA,"Gay, Ross, 1974-","Gay Ross 1974, Life, Joy, Essays","Algonquin Books of Chapel Hill,",2019.,LGBT
Digital,OverDrive,AUDIOBOOK,2020,2,191,Sapiens: A Brief History of Humankind (unabridged) (Unabridged),NA,Yuval Noah Harari,"History, Nonfiction, Science",HarperCollins Publishers Inc.,2018,Control
Digital,OverDrive,AUDIOBOOK,2020,2,392,So You Want to Talk about Race (Unabridged),NA,Ijeoma Oluo,"Nonfiction, Politics, Sociology","Blackstone Audio, Inc.",2018,Treatment
Digital,OverDrive,EBOOK,2020,2,15,White Rage: The Unspoken Truth of Our Racial Divide,NA,Carol Anderson,"History, Law, Nonfiction, Politics",Bloomsbury USA,2016,Treatment
Digital,OverDrive,AUDIOBOOK,2020,2,32,In the Dream House: A Memoir (unabridged) (Unabridged),NA,Carmen Maria Machado,"Biography & Autobiography, Gay/Lesbian, Nonfiction",HighBridge Company,2020,LGBT
Digital,OverDrive,EBOOK,2020,2,94,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,NA,Daniel James Brown,"History, Nonfiction, Sports & Recreations","Penguin Group (USA), Inc.",2013,Control
Physical,Horizon,BOOK,2020,2,21,"How to win friends and influence people / Dale Carnegie ; editorial consultant, Dorothy Carnegie ; editorial assistance, Arthur R. Pell.",NA,"Carnegie, Dale, 1888-1955","Success, Persuasion Psychology, Leadership, Business communication","Simon & Schuster,",2009.,Control
Digital,OverDrive,AUDIOBOOK,2020,2,46,Naturally Tan: A Memoir (unabridged) (Unabridged),NA,Tan France,"Biography & Autobiography, Gay/Lesbian, Nonfiction, Performing Arts",Macmillan Audio,2019,LGBT
Digital,OverDrive,EBOOK,2020,2,7,The Art of War: A New Translation by Michael Nylan,NA,Sun Tzu,"Business, History, Military, Nonfiction",W. W. Norton & Company,2020,Control
Physical,Horizon,BOOK,2020,2,23,The color of law : a forgotten history of how our government segregated America / Richard Rothstein.,NA,"Rothstein, Richard","Segregation United States History 20th century, African Americans Segregation History 20th century, Discrimination in housing Government policy United States History 20th century, United States Race relations History 20th century","Liveright Publishing Corporation,",[2017],Treatment
Digital,OverDrive,EBOOK,2020,2,42,Wild: From Lost to Found on the Pacific Crest Trail,NA,Cheryl Strayed,"Biography & Autobiography, Nonfiction, Travel","Random House, Inc.",2012,Control
Physical,Horizon,BOOK,2020,2,6,Steve Jobs / Walter Isaacson.,NA,"Isaacson, Walter","Jobs Steve 1955 2011, Apple Computer Inc History, Computer engineers United States Biography, Chief executive officers United States Biography","Simon & Schuster,",2011.,Control
Digital,OverDrive,AUDIOBOOK,2020,2,1,Bettyville: A Memoir (unabridged) (Unabridged),NA,George Hodgman,"Biography & Autobiography, Family & Relationships, Gay/Lesbian, Nonfiction","Recorded Books, LLC",2019,LGBT
Physical,Horizon,BOOK,2020,2,19,Stamped from the beginning : the definitive history of racist ideas in America / Ibram X. Kendi.,NA,"Kendi, Ibram X.","African Americans Social conditions History, Racism United States History, United States Race relations, Biographies","Nation Books,",2017.,Treatment
Digital,OverDrive,EBOOK,2020,2,12,Hunger: A Memoir of (My) Body,NA,Roxane Gay,"Biography & Autobiography, Family & Relationships, Nonfiction",HarperCollins Publishers Inc.,2017,LGBT
Digital,OverDrive,AUDIOBOOK,2020,2,14,Steve Jobs (Unabridged),NA,Walter Isaacson,"Biography & Autobiography, Nonfiction, Technology","Recorded Books, LLC",2015,Control
Digital,OverDrive,AUDIOBOOK,2020,2,4,The Rules Do Not Apply: A Memoir (unabridged) (Unabridged),NA,Ariel Levy,"Biography & Autobiography, Nonfiction, Psychology, Sociology",Books on Tape,2017,LGBT
Digital,OverDrive,EBOOK,2020,2,41,Shortest Way Home: One Mayor's Challenge and a Model for America's Future,NA,Pete Buttigieg,"Biography & Autobiography, Nonfiction, Politics",W. W. Norton & Company,2019,LGBT
Digital,OverDrive,AUDIOBOOK,2020,2,50,Wild: From Lost to Found on the Pacific Crest Trail (unabridged) (Unabridged),NA,Cheryl Strayed,"Biography & Autobiography, Nonfiction, Travel",Books on Tape,2012,Control
Digital,OverDrive,AUDIOBOOK,2020,2,67,How to Win Friends and Influence People (Unabridged),NA,Dale Carnegie,"Nonfiction, Self-Improvement",Simon & Schuster - Audiobooks,2008,Control
Physical,Horizon,BOOK,2020,2,22,The new Jim Crow : mass incarceration in the age of colorblindness / Michelle Alexander ; [with a new foreword by Cornel West].,NA,"Alexander, Michelle","Discrimination in criminal justice administration United States, Criminal justice Administration of United States, African American prisoners United States, African American men Social conditions, Race discrimination United States, United States Race relations","New Press,",2012.,Treatment
Digital,OverDrive,EBOOK,2020,2,104,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,NA,Marie Kondo,"Home Design & Décor, Nonfiction, Philosophy, Self-Improvement","Random House, Inc.",2014,Control
Digital,OverDrive,EBOOK,2020,2,8,Steve Jobs,NA,Walter Isaacson,"Biography & Autobiography, Business, Computer Technology, Nonfiction","Simon & Schuster, Inc.",2014,Control
Physical,Horizon,BOOK,2020,2,7,Naturally Tan / Tan France with Caroline Donofrio.,NA,"France, Tan","France Tan, Television personalities United States Biography, Fashion designers United States Biography, Muslims United States Biography, Gay men United States Biography","St. Martin's Press,",2019.,LGBT
Digital,OverDrive,AUDIOBOOK,2020,2,42,Hunger: A Memoir of (My) Body (unabridged) (Unabridged),NA,Roxane Gay,"Biography & Autobiography, Family & Relationships, Nonfiction",HarperCollins Publishers Inc.,2017,LGBT
Digital,OverDrive,EBOOK,2020,2,17,Bad Feminist: Essays,NA,Roxane Gay,"Essays, Humor (Nonfiction), Nonfiction, Sociology",HarperCollins Publishers Inc.,2014,LGBT
Digital,OverDrive,AUDIOBOOK,2020,2,84,How to Be an Antiracist (Unabridged),NA,Ibram X. Kendi,"Biography & Autobiography, Nonfiction, Politics, Sociology",Books on Tape,2019,Treatment
Physical,Horizon,BOOK,2020,2,245,In the dream house : a memoir / Carmen Maria Machado.,NA,"Machado, Carmen Maria","Machado Carmen Maria, Women authors American 21st century Biography, Abused lesbians United States Biography, Lesbians United States Biography","Graywolf Press,",[2019],LGBT
Physical,Horizon,BOOK,2020,2,16,Hunger : a memoir of (my) body / Roxane Gay.,NA,"Gay, Roxane","Gay Roxane, Body image, Eating disorders, Autobiographies","Harper, an imprint of HarperCollinsPublishers,",[2017],LGBT
Digital,OverDrive,EBOOK,2020,2,63,White Fragility: Why It's So Hard for White People to Talk About Racism,NA,Robin DiAngelo,"Family & Relationships, Nonfiction, Self-Improvement, Sociology","Random House, Inc.",2018,Treatment
Digital,OverDrive,AUDIOBOOK,2020,2,55,The Art of War: The Essential Translation of the Classic Book of Life (unabridged) (Unabridged),NA,Sun Tzu,"History, Nonfiction, Philosophy","Blackstone Audio, Inc.",2005,Control
Digital,OverDrive,AUDIOBOOK,2020,2,24,Stamped from the Beginning: A Definitive History of Racist Ideas in America (unabridged) (Unabridged),NA,Ibram X. Kendi,"African American Nonfiction, History, Nonfiction",Author's Republic,2017,Treatment
Physical,Horizon,BOOK,2020,2,23,The book of delights / Ross Gay.,NA,"Gay, Ross, 1974-","Gay Ross 1974, Life, Joy, Essays","Algonquin Books of Chapel Hill,",2019.,LGBT
Digital,OverDrive,EBOOK,2020,2,50,How to Be an Antiracist,NA,Ibram X. Kendi,"Biography & Autobiography, Nonfiction, Politics, Sociology","Random House, Inc.",2019,Treatment
Physical,Horizon,BOOK,2020,2,22,When breath becomes air / Paul Kalanithi ; foreword by Abraham Verghese.,NA,"Kalanithi, Paul","Kalanithi Paul Health, Lungs Cancer Patients United States Biography, Neurosurgeons Biography, Husband and wife","Random House,",[2016],Control
Physical,Horizon,BOOK,2020,2,5,When breath becomes air / Paul Kalanithi ; foreword by Abraham Verghese.,NA,"Kalanithi, Paul","Kalanithi Paul Health, Lungs Cancer Patients United States Biography, Neurosurgeons Biography, Husband and wife","Thorndike Press, a part of Gale, Cengage Learning,",2016.,Control
Physical,Horizon,BOOK,2020,2,1,Wild : from lost to found on the Pacific Crest Trail / Cheryl Strayed.,NA,"Strayed, Cheryl, 1968-","Strayed Cheryl 1968 Travel Pacific Crest Trail, Authors American 21st century Biography, Large type books, Pacific Crest Trail Description and travel","Thorndike Press,",2013.,Control
Physical,Horizon,BOOK,2020,2,1,Steve Jobs / Walter Isaacson.,NA,"Isaacson, Walter","Jobs Steve 1955 2011, Apple Computer Inc History, Computer engineers United States Biography, Businesspeople United States Biography, Large type books","Thorndike Press,",2011.,Control
Physical,Horizon,BOOK,2020,2,18,Shortest way home : one mayor's challenge and a model for America's future / Pete Buttigieg.,NA,"Buttigieg, Pete, 1982-","Buttigieg Pete 1982, Mayors Indiana South Bend Biography, South Bend Ind Politics and government, Urban renewal Indiana South Bend, Afghan War 2001 Veterans Biography, Gay men Indiana Biography, South Bend Ind Biography","Liveright Publishing Corporation,",[2019],LGBT
