Year,Title,Creator,TotalCheckouts
2015,Gay life and culture : a world history / edited by Robert Aldrich.,NA,3
2015,"Gay rebel of the Harlem renaissance : selections from the work of Richard Bruce Nugent / Richard Bruce Nugent ; edited and with an introduction by Thomas H. Wirth ; foreword by Henry Louis Gates, Jr.","Nugent, Bruce, 1906-1987",3
2015,"Girls who like boys who like boys : true tales of love, lust, and friendship between straight women and gay men / edited by Melissa de la Cruz & Tom Dolby.",NA,3
2015,Hard evidence / Timothy Liu.,"Liu, Timothy",3
2015,Haruko : love poems / June Jordan.,"Jordan, June, 1936-2002",3
2015,"I was born this way : a gay preacher's journey through Gospel music, disco stardom, and a ministry in Christ / Carl Bean with David Ritz.","Bean, Carl, vocalist.",3
2015,Improper Bostonians : lesbian and gay history from the Puritans to Playland / compiled by the History Project ; foreword by Barney Frank.,NA,3
2015,"Irresistible revolution : confronting race, class and the assumptions of lesbian, gay, bisexual, and transgender politics / Urvashi Vaid.","Vaid, Urvashi",3
2015,"Just married : same-sex couples, monogamy & the future of marriage / Stephen Macedo.","Macedo, Stephen, 1957-",3
2015,Law and the gay rights story : the long search for equal justice in a divided democracy / Walter Frank.,"Frank, Walter, 1945-",3
2015,Lesbians talk violent relationships / Joelle Taylor and Tracey Chandler.,"Taylor, Joelle",3
2015,Lies about my family : a memoir / Amy Hoffman.,"Hoffman, Amy",3
2015,Merv Griffin : a life in the closet / by Darwin Porter.,"Porter, Darwin",3
2015,Mosaic no. 1 : life stories : from isolation to community : oral history from the Northwest Lesbian and Gay History Museum Project / edited by Ruth Pettis.,NA,3
2015,Moving truth(s) : queer and transgender Desi writings on family / with Aparajeeta 'Sasha' Duttchoudhury and Rukie Hartman.,NA,3
2015,"Now go home : wilderness, belonging, and the crosscut saw / Ana Maria Spagna.","Spagna, Ana Maria",3
2015,Out of a far country : a gay son's journey to God : a broken mother's search for hope / Christopher Yuan & Angela Yuan.,"Yuan, Christopher",3
2015,Paris is burning : a queer film classic / Lucas Hilderbrand.,"Hilderbrand, Lucas, 1975-,,",3
2015,Pictures from here / Sunil Gupta.,"Gupta, Sunil",3
2015,Pomosexuals : challenging assumptions about gender and sexuality / edited by Carol Queen and Lawrence Schimel.,NA,3
2015,Pride : the story of the first openly gay Navy SEAL / by Brett Jones.,"Jones, Brett.",3
2015,Queer Jews / edited by David Shneer & Caryn Aviv.,NA,3
2015,"Render me, gender me : lesbians talk sex, class, color, nation, studmuffins-- / Kath Weston.","Weston, Kath, 1958-",3
2015,Required reading : how to get your life for good / Darryl Stephens.,"Stephens, Darryl, 1974-",3
2015,Sapphistries : a global history of love between women / Leila J. Rupp.,"Rupp, Leila J., 1950-",3
2015,"Sexual futures, queer gestures, and other Latina longings / Juana María Rodríguez.","Rodriguez, Juana Maria,",3
2015,Spartacus international hotel guide 2015 / Briand Bedford,"Bedford, Briand",3
2015,Steven Petrow's complete gay & lesbian manners : the definitive guide to LGBT life / with Sally Chew.,"Petrow, Steven",3
2015,Swish : my quest to become the gayest person ever / Joel Derfner.,"Derfner, Joel",3
2015,The Gay Times book of short stories : the next wave / edited by P-P Hartnett.,NA,3
2015,The essential guide to gay & lesbian weddings / Tess Ayers and Paul Brown.,"Ayers, Tess",3
2015,The memoirs of a beautiful boy / Robert Leleux.,"Leleux, Robert",3
2015,The peace seeker : one woman's battle in the church's war on homosexuality / Susan E. Gilmore.,"Gilmore, Susan E.,",3
2015,"The sexuality of history : modernity and the sapphic, 1565-1830 / Susan S. Lanser.","Lanser, Susan Sniader, 1944-",3
2015,The stately homo : a celebration of the life of Quentin Crisp / edited by Paul Bailey.,NA,3
2015,"The tolerance trap : how God, genes, and good intentions are sabotaging gay equality / Suzanna Danuta Walters.","Walters, Suzanna Danuta",3
2015,"The truth that never hurts : writings on race, gender, and freedom / Barbara Smith.","Smith, Barbara, 1946-",3
2015,"Under this beautiful dome : a senator, a journalist, and the politics of gay love in America / Terry Mutchler.","Mutchler, Terry.",3
2015,UpClosePersonal : Gay City volume 6 / edited by Susan Rees ; series edited by Vincent Kovar.,NA,3
2015,"Wrestling reality : the life and mind of Chris Kanyon, wrestling's gay superstar / Chris Kanyon and Ryan Clark.","Kanyon, Chris, 1970-2010",3
2015,50 gay and lesbian books everybody must read / edited and introduced by Richard Canning.,NA,2
2015,A question of mercy / by David Rabe ; based upon the journal by Richard Selzer.,"Rabe, David",2
2015,A saving remnant : the radical lives of Barbara Deming and David McReynolds / Martin Duberman.,"Duberman, Martin B.",2
2015,"All I could bare : my life in the strip clubs of gay Washington, D.C. / Craig Seymour.","Seymour, Craig",2
2015,American dreams / Sapphire.,"Sapphire, 1950-",2
2015,Among the bloodpeople : politics and flesh / by Thomas Glave,"Glave, Thomas",2
2015,Baby remember my name : an anthology of new queer girl writing / edited by Michelle Tea.,NA,2
2015,Becoming visible : an illustrated history of lesbians and gay life in twentieth century America / by Molly McGarry and Fred Wasserman.,"McGarry, Molly",2
2015,Bent / by Martin Sherman.,"Sherman, Martin",2
2015,Big trips : more good gay travel writing / edited by Raphael Kadushin.,NA,2
2015,Bite hard / Justin Chin.,"Chin, Justin, 1969-2015",2
2015,"Blood, marriage, wine and glitter : essays / by S. Bear Bergman.","Bergman, S. Bear, 1974-",2
2015,Body geographic / Barrie Jean Borich.,"Borich, Barrie Jean, 1959-",2
2015,"Boots of leather, slippers of gold : the history of a lesbian community / Elizabeth Lapovsky Kennedy and Madeline D. Davis.","Kennedy, Elizabeth Lapovsky, 1939-",2
2015,Capturing love : the art of lesbian & gay wedding photography / Thea Dodds & Kathryn Hamm.,"Dodds, Thea, 1978-",2
2015,"Cherry Grove, Fire Island : sixty years in America's first gay and lesbian town / Esther Newton ; with a new preface.","Newton, Esther,",2
2015,"Clone : the life and legacy of Al Parker, gay superstar / by Roger Edmonson.","Edmonson, Roger",2
2015,Columbia anthology of gay literature readings from Western antiquity to the present day,NA,2
2015,Completely queer : the Gay and Lesbian encyclopedia / Steve Hogan and Lee Hudson.,"Hogan, Steve",2
2015,Deflowered : my life in Pansy Division / by Jon Ginoli.,"Ginoli, Jon, 1959-",2
2015,Does this baby make me look straight? : confessions of a gay dad / Dan Bucatinsky.,"Bucatinsky, Dan, 1970-",2
2015,"Drifting toward love : black, brown, gay, and coming of age on the streets of New York / Kai Wright.","Wright, Kai",2
2015,Eminent outlaws : the gay writers who changed America / Christopher Bram.,"Bram, Christopher",2
2015,En el clóset / Guadalupe Loaeza ; [prólogo de Marina Castañeda].,"Loaeza, Guadalupe",2
2015,Expecting Teryk : an exceptional path to parenthood / Dawn Prince-Hughes.,"Prince-Hughes, Dawn, 1964-",2
2015,Families like mine : children of gay parents tell it like it is / Abigail Garner.,"Garner, Abigail",2
2015,Following Foo : the electronic adventures of the chestnut man / by B.D. Wong.,"Wong, B. D.",2
2015,Forbidden acts : pioneering gay & lesbian plays of the twentieth century / edited and with an introduction by Ben Hodges.,NA,2
2015,"GLBTQ (Gay, Lesbian, Bisexual, Transgender, Questioning) : the survival guide for queer and questioning teens / Kelly Huegel.","Huegel, Kelly, 1974-",2
2015,"Gay & lesbian rights : a guide for GLBT singles, couples and families / Brette McWhorter Sember.","Sember, Brette McWhorter, 1968-",2
2015,Gay believers : homosexuality and religion / by Emily Sanna.,"Sanna, Emily",2
2015,Gay city. Volume 2 / edited by Vincent Kovar.,NA,2
2015,"Gay conversations with God : straight talk on fanatics, fags, and the God who loves us all / James Alexander Langteaux.","Langteaux, James Alexander",2
2015,Gay parenting : complete guide for same-sex families / by Shana Priwer and Cynthia Phillips.,"Priwer, Shana",2
2015,"Gay travels in the Muslim world / Michael T. Luongo, editor.",NA,2
2015,Generous spaciousness : responding to gay Christians in the church / Wendy VanderWal-Gritter.,"VanderWal-Gritter, Wendy, 1970-",2
2015,Girl reel : a lesbian remembers growing up at the movies : memoir / Bonnie J. Morris.,"Morris, Bonnie J., 1961-",2
2015,Hear me out : true stories of Teens Educating and Confronting Homophobia : a project of Planned Parenthood of Toronto / [edited by Frances Rooney].,NA,2
2015,Here come the brides! : reflections on lesbian love and marriage / edited by Audrey Bilger & Michele Kort.,NA,2
2015,Highsmith a romance of the 1950s a memoir,NA,2
2015,Homosexuality in cold war America : resistance and the crisis of masculinity / Robert J. Corber.,"Corber, Robert J., 1958-",2
2015,I am my own wife : studies for a play about the life of Charlotte von Mahlsdorf / Doug Wright.,"Wright, Doug, 1962-",2
2015,I am my own wife : the true story of Charlotte von Mahlsdorf / Charlotte von Mahlsdorf ; translated by Jean Hollander ; with photographs by Burkhard Peter.,"Mahlsdorf, Charlotte von, 1928-2002",2
2015,In the arms of Africa : the life of Colin M. Turnbull / Roy Richard Grinker.,"Grinker, Roy Richard, 1961-",2
2015,Interviews = Entrevistas / Gloria E. Anzaldúa ; edited by AnaLouise Keating.,"Anzaldúa, Gloria",2
2015,"Islamic homosexualities : culture, history, and literature / Stephen O. Murray and Will Roscoe ; with additional contributions by Eric Allyn ... [and others].","Murray, Stephen O.",2
2015,LGBT youth issues today : a reference handbook / David E. Newton.,"Newton, David E.",2
2015,Landscape with human figure / Rafael Campo.,"Campo, Rafael",2
2015,"Leaving the rest : gay men on alcoholism, addiction and recovery / edited by Leslie L. Smith.",NA,2
2015,Lesbian and gay parents and their children : research on the family life cycle / Abbie E. Goldberg.,"Goldberg, Abbie E.",2
2015,Lipstick and Dipstick's essential guide to lesbian relationships / by Gina Daggett and Kathy Belge.,"Daggett, Gina.",2
2015,Looking for Leroy : illegible black masculinities / Mark Anthony Neal.,"Neal, Mark Anthony",2
2015,Love stories : sex between men before homosexuality / Jonathan Ned Katz.,"Katz, Jonathan, 1938-",2
2015,"Love undetectable : notes on friendship, sex, and survival / Andrew Sullivan.","Sullivan, Andrew, 1963-",2
2015,Lynnee Breedlove's one freak show / Lynn Breedlove.,"Breedlove, Lynn",2
2015,Maggie & me : coming out and coming of age in 1980s Scotland / Damian Barr.,"Barr, Damian",2
2015,"Making it legal : a guide to same-sex marriage, domestic partnerships & civil unions / attorney Frederick C. Hertz with attorney Emily Doskow.","Hertz, Frederick",2
2015,Margaret Mead and Ruth Benedict : the kinship of women / Hilary Lapsley.,"Lapsley, Hilary",2
2015,"Marvin Gaye, my brother / by Frankie Gaye with Fred E. Basten.","Gaye, Frankie, 1941-2001",2
2015,Masked voices : gay men and lesbians in Cold War America / Craig M. Loftin.,"Loftin, Craig M.",2
2015,Men in Eden : William Drummond Stewart and same-sex desire in the Rocky Mountain fur trade / William Benemann.,"Benemann, William, 1949-",2
2015,Men like that : a southern queer history / John Howard.,"Howard, John, 1962-",2
2015,Mental : funny in the head / Eddie Sarfaty.,"Sarfaty, Eddie",2
2015,My dangerous desires : a queer girl dreaming her way home / Amber L. Hollibaugh ; foreword by Dorothy Allison.,"Hollibaugh, Amber L., 1946-",2
2015,My life as a boy / Kim Chernin.,"Chernin, Kim",2
2015,"Opposite sex : gay men on lesbians, lesbians on gay men / edited by Sara Miles and Eric Rofes.",NA,2
2015,Our Paris : sketches from memory / Edmund White ; with drawings by Hubert Sorin.,"White, Edmund, 1940-",2
2015,Our deep gossip : conversations with gay writers on poetry and desire / Christopher Hennessy.,"Hennessy, Christopher, 1973-",2
2015,"Our time : breaking the silence of ""Don't ask, don't tell"" / [edited by] Josh Seefried.",NA,2
2015,Out at the movies : a history of gay cinema / Steven Paul Davies ; foreword by Simon Callow.,"Davies, Steven Paul",2
2015,Out on stage : lesbian and gay theatre in the twentieth century / Alan Sinfield.,"Sinfield, Alan",2
2015,Partings at dawn : an anthology of Japanese gay literature / edited by Stephen D. Miller ; introduction by Paul Gordon Schalow.,NA,2
2015,"Peter Orlovsky, a life in words : intimate chronicles of a beat writer / Peter Orlovsky, edited by Bill Morgan.","Orlovsky, Peter, 1933-2010.,",2
2015,Pills thrills chills and heartache adventures in the first person,NA,2
2015,Poems of a penisist / Mutsuo Takahashi ; translated by Hiroaki Sato ; introduction by Burton Watson.,"Takahashi, Mutsuo, 1937-",2
2015,Queer Dharma : voices of gay Buddhists / edited by Winston Leyland.,NA,2
2015,"Queer brown voices : personal narratives of Latina/o LGBT activism / edited by Uriel Quesada, Letitia Gomez, and Salvador Vidal-Ortiz.",NA,2
2015,Queer dog : homo/pup/poetry / edited by Gerry Gomez Pearlberg.,NA,2
2015,Queer theory : an introduction / Annamarie Jagose.,"Jagose, Annamarie",2
2015,Queering anarchism : addressing and undressing power and desire / edited by C.B. Daring ... [and others].,NA,2
2015,Radical love : an introduction to queer theology / Patrick S. Cheng.,"Cheng, Patrick S.",2
2015,Red carpets and other banana skins / Rupert Everett.,"Everett, Rupert",2
2015,Riding fury home : a memoir / Chana Wilson.,"Wilson, Chana, 1951-",2
2015,Romaine Brooks : a life / Cassandra Langer.,"Langer, Cassandra L.",2
2015,Sex and isolation : and other essays / Bruce Benderson ; foreword by Catherine Texier.,"Benderson, Bruce",2
2015,Sex talks to girls : a memoir / Maureen Seaton.,"Seaton, Maureen, 1947-",2
2015,Sex variant woman : the life of Jeannette Howard Foster / Joanne Passet.,"Passet, Joanne Ellen, 1954-",2
2015,"Sexual discretion : black masculinity and the politics of passing / Jeffrey Q. McCune, Jr.","McCune, Jeffrey Q., Jr.,",2
2015,Since my last confession : a gay Catholic memoir / Scott Pomfret.,"Pomfret, Scott",2
2015,"Smashing the stereotypes : what does it mean to be gay, lesbian, bisexual, or transgender? / by Jaime A. Seba.","Seba, Jaime",2
2015,Soldier of change : from the closet to the forefront of the gay rights movement / Stephen Snyder-Hill ; foreword by George Takei.,"Snyder-Hill, Stephen.",2
2015,Something to declare : good lesbian travel writing / edited by Gillian Kendall.,NA,2
2015,Staging desire queer readings of American theater history,NA,2
2015,Straight to Jesus : sexual and Christian conversions in the ex-gay movement / Tanya Erzen.,"Erzen, Tanya",2
2015,Strangers : homosexual love in the nineteenth century / Graham Robb.,"Robb, Graham, 1958-",2
2015,"Surpassing the love of men : romantic friendship and love between women, from the Renaissance to the present / Lillian Faderman.","Faderman, Lillian",2
2015,Take me out / by Richard Greenberg.,"Greenberg, Richard, 1958-",2
2015,Take out : queer writing from Asian Pacific America / edited by Quang Bao and Hanya Yanagihara ; with Timothy Liu.,NA,2
2015,Taking Woodstock / Elliot Tiber ; with Tom Monte.,"Tiber, Elliot, 1935-2016",2
2015,The Judas kiss : a play / by David Hare.,"Hare, David, 1947-",2
2015,"The Q guide to Broadway : stuff you didn't even know you wanted to know-- about the hits, flops, the Tonys, and life upon the wicked stage / Seth Rudetsky.","Rudetsky, Seth",2
2015,The best little boy in the world grows up / Andrew Tobias.,"Tobias, Andrew P.",2
2015,The complete lesbian & gay parenting guide / Arlene Istar Lev.,"Lev, Arlene Istar",2
2015,The confession / James E. McGreevey with David France.,"McGreevey, James E., 1957-",2
2015,"The crimson letter : Harvard, homosexuality, and the shaping of American culture / Douglass Shand-Tucci.","Shand-Tucci, Douglass, 1941-",2
