Year,Title,Creator,TotalCheckouts
2016,Looking for Leroy : illegible black masculinities / Mark Anthony Neal.,"Neal, Mark Anthony",2
2016,Love song for baby X : how I stayed (almost) sane on the rocky road to parenthood / Cheryl Dumesnil.,"Dumesnil, Cheryl",2
2016,Love speaks its name : gay and lesbian love poems / selected and edited by J.D. McClatchy.,NA,2
2016,Love stories : sex between men before homosexuality / Jonathan Ned Katz.,"Katz, Jonathan, 1938-",2
2016,Making gay okay : how rationalizing homosexual behavior is changing everything.,"Reilly, Robert R., 1946-",2
2016,"Making it legal : a guide to same-sex marriage, domestic partnerships & civil unions / Frederick C. Hertz with Emily Doskow.","Hertz, Frederick",2
2016,"Memories of the revolution : the first ten years of the WOW Café Theatre / Holly Hughes, Carmelita Tropicana, and Jill Dolan, editors.",NA,2
2016,My avant-garde education : a memoir / Bernard Cooper.,"Cooper, Bernard, 1951-",2
2016,My husband and my wives : a gay man's odyssey / Charles Rowan Beye.,"Beye, Charles Rowan",2
2016,My life as a boy / Kim Chernin.,"Chernin, Kim",2
2016,"Mẹ ơi, con đồng tính / Nguyễn Ngọc Thạch, Mạc Thụy.","Nguyễn, Ngọc Thạch",2
2016,Namibia's Rainbow Project : gay rights in an African nation / Robert Lorway.,"Lorway, Robert, 1971-",2
2016,Of thee I sing : poems / by Timothy Liu.,"Liu, Timothy",2
2016,Our deep gossip : conversations with gay writers on poetry and desire / Christopher Hennessy.,"Hennessy, Christopher, 1973-",2
2016,"Our time : breaking the silence of ""Don't ask, don't tell"" / [edited by] Josh Seefried.",NA,2
2016,Out of a far country : a gay son's journey to God : a broken mother's search for hope / Christopher Yuan & Angela Yuan.,"Yuan, Christopher",2
2016,"Out of the closet, into the archives : researching sexual histories / edited by Amy L. Stone and Jaime Cantrell.",NA,2
2016,Poems of a penisist / Mutsuo Takahashi ; translated by Hiroaki Sato ; introduction by Burton Watson.,"Takahashi, Mutsuo, 1937-",2
2016,"Porcelain, and : A language of their own : two plays / Chay Yew.","Yew, Chay",2
2016,Pride : the story of the first openly gay Navy SEAL / by Brett Jones.,"Jones, Brett.",2
2016,Queer hauntings : true tales of gay & lesbian ghosts / compiled by Ken Summers.,"Summers, Ken, 1979-",2
2016,Queer theory : an introduction / Annamarie Jagose.,"Jagose, Annamarie",2
2016,Radical love : an introduction to queer theology / Patrick S. Cheng.,"Cheng, Patrick S.",2
2016,Respecting the contributions of LGBT Americans / Anna Kingston.,"Kingston, Anna",2
2016,Riding fury home : a memoir / Chana Wilson.,"Wilson, Chana, 1951-",2
2016,Same-sex marriage : moral wrong or civil right / Tricia Andryszewski.,"Andryszewski, Tricia, 1956-",2
2016,Sex and isolation : and other essays / Bruce Benderson ; foreword by Catherine Texier.,"Benderson, Bruce",2
2016,Silent partner : a memoir of my marriage / Dina Matos McGreevey.,"McGreevey, Dina Matos",2
2016,Speak now : marriage equality on trial : the story of Hollingsworth v. Perry / Kenji Yoshino.,"Yoshino, Kenji",2
2016,States of desire revisited : travels in gay America / Edmund White.,"White, Edmund, 1940-",2
2016,Steven Petrow's complete gay & lesbian manners : the definitive guide to LGBT life / with Sally Chew.,"Petrow, Steven",2
2016,"Straight parents, gay children : keeping families together / Robert A. Bernstein ; [foreword by Beth Winship ; introduction by Robert MacNeil].","Bernstein, Robert, 1926-",2
2016,Taking Woodstock / Elliot Tiber ; with Tom Monte.,"Tiber, Elliot, 1935-2016",2
2016,The Judas kiss : a play / by David Hare.,"Hare, David, 1947-",2
2016,The best little boy in the world grows up / Andrew Tobias.,"Tobias, Andrew P.",2
2016,"The days of good looks : the prose and poetry of Cheryl Clarke, 1980 to 2005.","Clarke, Cheryl, 1947-",2
2016,The empress is a man : stories from the life of José Sarria / Michael Robert Gorman.,"Gorman, Michael Robert",2
2016,The forgotten victims of the Holocaust / Linda Jacobs Altman.,"Altman, Linda Jacobs, 1943-",2
2016,The gay preacher's wife : how my gay husband deconstructed my life and reconstructed my faith / Lydia Meredith.,"Meredith, Lydia,",2
2016,"The gay rights movement / Jennifer Smith, book editor.",NA,2
2016,"The good, the bad and the gorgeous : popular culture's romance with lesbianism / edited by Diane Hamer and Belinda Budge.",NA,2
2016,The kid : what happened after my boyfriend and I decided to go get pregnant / Dan Savage.,"Savage, Dan",2
2016,The most fabulous story ever told / by Paul Rudnick.,"Rudnick, Paul",2
2016,The naked civil servant / Quentin Crisp ; with a preface by Michael Holroyd.,"Crisp, Quentin",2
2016,The out list / portraits by Timothy Greenfield-Sanders ; interviews by Sam McConnell ; introduction by Richard Blanco.,"Greenfield-Sanders, Timothy",2
2016,The professor and other writings / Terry Castle.,"Castle, Terry",2
2016,The tomcat chronicles : erotic adventures of a gay liberation pioneer / Jack Nichols.,"Nichols, Jack",2
2016,To believe in women : what lesbians have done for America--a history / Lillian Faderman.,"Faderman, Lillian",2
2016,Tough acts to follow : one-act plays on the gay/Lesbian experience / edited by Noreen C. Barnes & Nicholas Deutsch.,NA,2
2016,Truth serum : memoirs / Bernard Cooper.,"Cooper, Bernard, 1951-",2
2016,Untold decades : seven comedies of gay romance / Robert Patrick.,"Patrick, Robert, 1937-",2
2016,UpClosePersonal : Gay City volume 6 / edited by Susan Rees ; series edited by Vincent Kovar.,NA,2
2016,"We, too, must love / Ann Aldrich ; introduction by Marijane Meaker ; afterword by Stephanie Foote.","Aldrich, Ann, 1927 May 27-",2
2016,What's written on the body / Peter Pereira.,"Pereira, Peter, 1959-",2
2016,Who's a pretty boy then? : one hundred & fifty years of gay life in pictures / James Gardiner.,"Gardiner, James",2
2016,"Wild girls : Paris, Sappho, and art : the lives and loves of Natalie Barney and Romaine Brooks / Diana Souhami.","Souhami, Diana",2
2016,Women and film : a Sight and sound reader / edited by Pam Cook and Philip Dodd.,NA,2
2016,Young man from the provinces : a gay life before Stonewall / Alan Helms.,"Helms, Alan",2
2016,3 plays / by Mart Crowley ; [with an introduction by the author and a foreword by Gavin Lambert].,"Crowley, Mart, 1935-",1
2016,"50 ways to support lesbian & gay equality : the complete guide to supporting family, friends, neighbors-- or yourself / edited by Meredith Maran with Angela Watrous.",NA,1
2016,"50 years of queer cinema : 500 of the best gay, lesbian, bisexual, transgendered, and queer questioning films ever made / Darwin Porter & Danforth Prince.","Porter, Darwin",1
2016,A bunch of keys : selected poems / by Mutsuo Takahashi ; translated by Hiroaki Sato ; with an introduction by Robert Peters.,"Takahashi, Mutsuo, 1937-",1
2016,"A fundamental freedom : why Republicans, conservatives, and Libertarians should support gay rights / David Lampo.","Lampo, David, 1950-",1
2016,A legal guide for lesbian and gay couples / attorneys Frederick Hertz and Emily Doskow.,"Hertz, Frederick",1
2016,A problem like Maria : gender and sexuality in the American musical / by Stacy Wolf.,"Wolf, Stacy Ellen",1
2016,A restricted country / by Joan Nestle.,"Nestle, Joan, 1940-",1
2016,A saving remnant : the radical lives of Barbara Deming and David McReynolds / Martin Duberman.,"Duberman, Martin B.",1
2016,"A terrible splendor : three extraordinary men, a world poised for war, and the greatest tennis match ever played / Marshall Jon Fisher.","Fisher, Marshall",1
2016,Acting gay : male homosexuality in modern drama / John M. Clum.,"Clum, John M.",1
2016,Afrekete : an anthology of Black lesbian writing / edited by Catherine E. McKinley and L. Joyce DeLaney.,NA,1
2016,"After Woodstock : the true story of a Belgian movie, an Israeli wedding, and a Manhattan breakdown / Elliot Tiber ; foreword by Ang Lee.","Tiber, Elliot, 1935-2016,",1
2016,"Always my child : a parent's guide to understanding your gay, lesbian, bisexual, transgendered, or questioning son or daughter / Kevin Jennings with Pat Shapiro.","Jennings, Kevin, 1963-",1
2016,American dreams / Sapphire.,"Sapphire, 1950-",1
2016,Among the bloodpeople : politics and flesh / by Thomas Glave,"Glave, Thomas",1
2016,An army of ex-lovers : my life at the Gay community news / Amy Hoffman.,"Hoffman, Amy",1
2016,Anything but straight : unmasking the scandals and lies behind the ex-gay myth / Wayne R. Besen.,"Besen, Wayne R.",1
2016,Apples and oranges : my journey through sexual identity / Jan Clausen.,"Clausen, Jan, 1950-",1
2016,Assisted loving : true tales of double dating with my dad / Bob Morris.,"Morris, Bob, 1958-",1
2016,At home with myself : stories from the hills of Turkey Hollow / David Mixner.,"Mixner, David B.",1
2016,Autobiography of my hungers / Rigoberto Gonzalez.,"González, Rigoberto",1
2016,Bare bones meditation : waking up from the story of my life / Joan Tollifson.,"Tollifson, Joan, 1948-",1
2016,"Being gay, staying healthy / by Jaime Seba.","Seba, Jaime",1
2016,"Bend, don't shatter : poets on the beginning of desire / edited by T. Cole Rachel and Rita D. Costello.",NA,1
2016,Bent / by Martin Sherman.,"Sherman, Martin",1
2016,Bessie Smith / Jackie Kay.,"Kay, Jackie, 1961-",1
2016,Beyond (straight and gay) marriage : valuing all families under the law / Nancy D. Polikoff.,"Polikoff, Nancy D.",1
2016,"Beyond gay or straight : understanding sexual orientation / Jan Clausen ; Martin B. Duberman, general editor.","Clausen, Jan, 1950-",1
2016,Bird eating bird : poems / Kristin Naca.,"Naca, Kristin A.",1
2016,Black gay man : essays / Robert F. Reid-Pharr ; foreword by Samuel R. Delany.,"Reid-Pharr, Robert, 1965-",1
2016,Black wings & blind angels : poems / by Sapphire.,"Sapphire, 1950-",1
2016,Both feet firmly planted in midair : my spiritual journey / John McNeill.,"McNeill, John J.",1
2016,Boys like us : gay writers tell their coming out stories / edited by Patrick Merla.,NA,1
2016,Burn this / by Lanford Wilson.,"Wilson, Lanford, 1937-2011.",1
2016,Capturing love : the art of lesbian & gay wedding photography / Thea Dodds & Kathryn Hamm.,"Dodds, Thea, 1978-",1
2016,"Cease : a memoir of love, loss and desire / Lynette Loeppky.","Loeppky, Lynette Dawn, 1966-",1
2016,Chain chain change : for black women in abusive relationships / Evelyn C. White.,"White, Evelyn C., 1954-",1
2016,"Closets, combat and coming out : coming of age as a gay man in the ""don't ask, don't tell"" army / Rob Smith.","Smith, Rob",1
2016,Coming out : a handbook for men / Orland Outland.,"Outland, Orland",1
2016,Coming out spiritually : the next step / Christian de la Huerta ; with a foreword by Matthew Fox.,"De la Huerta, Christian",1
2016,Coming out straight : understanding and healing homosexuality / Richard Cohen.,"Cohen, Richard, 1952 October 15-",1
2016,"Coming out, coming home : making room for gay spirituality in therapy / Kenneth A. Burr.","Burr, Kenneth A.",1
2016,Conversations with my elders / Boze Hadleigh.,"Hadleigh, Boze",1
2016,Counseling and homosexuality / Earl D. Wilson.,"Wilson, Earl D., 1939-",1
2016,"Crisis : 40 stories revealing the personal, social, and religious pain and trauma of growing up gay in America / edited by Mitchell Gold ; with Mindy Drucker.",NA,1
2016,Cures : a gay man's odyssey / Martin Duberman ; [with a new afterword by the author].,"Duberman, Martin B.",1
2016,Deflowered : my life in Pansy Division / by Jon Ginoli.,"Ginoli, Jon, 1959-",1
2016,Deviant propulsions / CA Conrad.,"Conrad, C. A.",1
2016,Different rainbows / edited by Peter Drucker.,NA,1
2016,Does this baby make me look straight? : confessions of a gay dad / Dan Bucatinsky.,"Bucatinsky, Dan, 1970-",1
2016,Dreadful : the short life and gay times of John Horne Burns / David Margolick.,"Margolick, David",1
2016,"Drifting toward love : black, brown, gay, and coming of age on the streets of New York / Kai Wright.","Wright, Kai",1
2016,Effeminate England : homoerotic writing after 1885 / Joseph Bristow.,"Bristow, Joseph",1
2016,En el clóset / Guadalupe Loaeza ; [prólogo de Marina Castañeda].,"Loaeza, Guadalupe",1
2016,"Equality practice : civil unions and the future of gay rights / William N. Eskridge, Jr.","Eskridge, William N.",1
2016,Everyone has a life to live : an American portrait / by Jerry Gay.,"Gay, Jerry",1
2016,Experimental love : poetry / by Cheryl Clarke.,"Clarke, Cheryl, 1947-",1
2016,"Extraordinary hearts : reclaiming gay sensibility's central role in the progress of civilization : the 100 collected ""Nick Benton's gay science"" essays / Nicholas F. Benton.","Benton, Nick",1
2016,"Family outing : what happened when I found out my mother was gay, a memoir / Troy Johnson.","Johnson, Troy, 1973-",1
2016,Following Foo : the electronic adventures of the chestnut man / by B.D. Wong.,"Wong, B. D.",1
2016,From the closet to the courtroom : five LGBT rights lawsuits that have changed our nation / Carlos A. Ball.,"Ball, Carlos A.",1
2016,From toads to queens : transvestism in a Latin American setting / Jacobo Schifter.,"Schifter, Jacobo",1
2016,Gaiety transfigured : gay self-representation in American literature / David Bergman.,"Bergman, David, 1950-",1
2016,Gay & lesbian parenting choices : from adopting or using a surrogate to choosing the perfect father / by Brette McWhorter Sember.,"Sember, Brette McWhorter, 1968-",1
2016,Gay & lesbian poetry in our time : an anthology / edited by Carl Morse & Joan Larkin.,NA,1
2016,Gay Olympian : the life and death of Dr. Tom Waddell / by Tom Waddell and Dick Schaap.,"Waddell, Tom, 1937-1987",1
2016,"Gay and Catholic : accepting my sexuality, finding community, living my faith / Eve Tushnet.","Tushnet, Eve.",1
2016,Gay believers : homosexuality and religion / by Emily Sanna.,"Sanna, Emily",1
2016,Gay body : a journey through shadow to self / Mark Thompson.,"Thompson, Mark, 1952-2016",1
2016,"Gay characters in theatre, movies, and television: new roles, new attitudes / by Jaime A. Seba.","Seba, Jaime",1
2016,"Gay city. 5, Ghosts in gaslight, monsters in steam / edited by Evan J. Peterson ; series edited by Vincent Kovar.",NA,1
2016,"Gay city. Volume 3, Re-pulped! / edited by Vincent Kovar.",NA,1
2016,"Gay city. Volume 4, At second glance / [edited by Eric Andrews-Katz and Vincent Kovar].",NA,1
2016,Gay city. Volume one / edited by Vincent Kovar ... [and others].,NA,1
2016,"Gay conversations with God : straight talk on fanatics, fags, and the God who loves us all / James Alexander Langteaux.","Langteaux, James Alexander",1
2016,Gay dads : a celebration of gay fatherhood / David Strah with Susanna Margolis ; photographs by Kris Timken.,"Strah, David",1
2016,Gay dads : transitions to adoptive fatherhood / Abbie E. Goldberg.,"Goldberg, Abbie E.",1
2016,Gay essentials : facts for your queer brain / David Bianco.,"Bianco, David, 1970-",1
2016,"Gay fathers : encouraging the hearts of gay dads and their families / Robert L. Barret, Bryan E. Robinson.","Barret, Robert L.",1
2016,"Gay histories and cultures : an encyclopedia / George E. Haggerty, editor ; John Beynon, Douglas Eisner, assistant editors.",NA,1
2016,Gay is good : the life and letters of gay rights pioneer Franklin Kameny / edited by Michael G. Long.,"Kameny, Frank, 1925-2011.",1
2016,"Gay men, straight jobs / by Dan Woog.","Woog, Dan, 1953-",1
2016,"Gay rebel of the Harlem renaissance : selections from the work of Richard Bruce Nugent / Richard Bruce Nugent ; edited and with an introduction by Thomas H. Wirth ; foreword by Henry Louis Gates, Jr.","Nugent, Bruce, 1906-1987",1
2016,Gay rights / Tricia Andryszewski.,"Andryszewski, Tricia, 1956-",1
2016,Gay rights at the ballot box / Amy L. Stone.,"Stone, Amy L.",1
2016,Gay spirit warrior : an empowerment workbook for men who love men.,"Stowe, John R.",1
2016,"Gay travels in the Muslim world / Michael T. Luongo, editor.",NA,1
2016,"Gaylaw : challenging the apartheid of the closet / William N. Eskridge, Jr.","Eskridge, William N.",1
2016,Generous spaciousness : responding to gay Christians in the church / Wendy VanderWal-Gritter.,"VanderWal-Gritter, Wendy, 1970-",1
2016,Girl reel : a lesbian remembers growing up at the movies : memoir / Bonnie J. Morris.,"Morris, Bonnie J., 1961-",1
2016,"Great mirrors shattered : homosexuality, orientalism, and Japan / John Whittier Treat.","Treat, John Whittier",1
2016,Hard drive : cyber fantasies come to life when men hook up on the Net / edited by Miguel Angel.,NA,1
2016,Here to dare : 10 gay Black poets / Arthur T. Wilson ... [and others] ; edited by Assotto Saint.,NA,1
2016,"Here's what we'll say : growing up, coming out, and the U.S. Air Force / Reichen Lehmkuhl.","Lehmkuhl, Reichen",1
2016,Heroic measures / David Bergman.,"Bergman, David, 1950-",1
2016,History vs. the Whitman saved Oregon story; three essays towards a true history of the acquisition of the old Oregon Territory.,"Marshall, William I. (William Isaac), 1840-1906",1
2016,Hollywood in heels / Charity Gaye Finnestad.,"Finnestad, Charity Gaye",1
2016,Homophobia : a weapon of sexism / Suzanne Pharr ; illustrations by Susan G. Raymond.,"Pharr, Suzanne",1
2016,"Homophobia in the Black church : how faith, politics, and fear divide the Black community / Anthony Stanford ; foreword by Dr. Khalil Gibran Muhammad.","Stanford, Anthony.",1
2016,Homosexuality in cold war America : resistance and the crisis of masculinity / Robert J. Corber.,"Corber, Robert J., 1958-",1
2016,How the homosexuals saved civilization : the true and heroic story of how gay men shaped the modern world / Cathy Crimmins.,"Crimmins, C. E.",1
2016,Humid pitch : narrative poetry / by Cheryl Clarke.,"Clarke, Cheryl, 1947-",1
2016,I do/I don't : queers on marriage / edited by Greg Wharton and Ian Philips.,NA,1
2016,Improper Bostonians : lesbian and gay history from the Puritans to Playland / compiled by the History Project ; foreword by Barney Frank.,NA,1
2016,In a queer voice : journeys of resilience from adolescence to adulthood / Michael Sadowski ; foreword by Carol Gilligan.,"Sadowski, Michael",1
2016,In or out? : gay and straight stars talk about themselves and each other / Boze Hadleigh.,"Hadleigh, Boze",1
2016,In the vale of cashmere / photographs by Thomas Roma ; introduction by G. Winston James.,"Roma, Thomas",1
2016,Inseparable : desire between women in literature / Emma Donoghue.,"Donoghue, Emma, 1969-",1
2016,"Intense. 3, The dark light of the moon / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",1
2016,"Intense. 4, My intense lover / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",1
2016,Into the garden with Charles : a memoir / Clyde Phillip Wachsberger ; with watercolors by the Author.,"Wachsberger, Clyde",1
2016,Is it a choice? : answers to 300 of the most frequently asked questions about gay and lesbian people / Eric Marcus.,"Marcus, Eric",1
2016,It's a queer world : deviant adventures in pop culture / Mark Simpson.,"Simpson, Mark, 1965-",1
2016,James Baldwin / James Tackach.,"Tackach, James",1
2016,Jeffrey / Paul Rudnick.,"Rudnick, Paul",1
2016,Just a mom / Betty DeGeneres ; edited by Nancy Lamb ; forward by Dina Bachelor Evan.,"DeGeneres, Betty, 1930-",1
2016,"Just married : same-sex couples, monogamy & the future of marriage / Stephen Macedo.","Macedo, Stephen, 1957-",1
2016,King of shadows / Aaron Shurin.,"Shurin, Aaron, 1947-",1
2016,Kings & queens : queers at the prom / David Boyer.,"Boyer, David",1
2016,LGBT youth issues today : a reference handbook / David E. Newton.,"Newton, David E.",1
2016,LGBTQ families : the ultimate teen guide / Eva Apelqvist.,"Apelqvist, Eva",1
2016,Lavender and red : liberation and solidarity in the gay and lesbian left / Emily K. Hobson.,"Hobson, Emily K., 1975-",1
2016,Lesbian and gay parents and their children : research on the family life cycle / Abbie E. Goldberg.,"Goldberg, Abbie E.",1
2016,Lesbian and gay voices : an annotated bibliography and guide to literature for children and young adults / Frances Ann Day ; foreword by Nancy Garden.,"Day, Frances Ann",1
2016,Lesbian ethics : toward new value / Sarah Lucia Hoagland.,"Hoagland, Sarah Lucia, 1945-",1
2016,Lesbian plays II / selected and introduced by Jill Davis.,NA,1
2016,Lesbian voices from Latin America : breaking ground / Elena M. Martínez.,"Martínez, Elena M., 1956-",1
2016,"Life outside : the Signorile report on gay men, sex, drugs, muscles, and the passages of life / Michelangelo Signorile.","Signorile, Michelangelo, 1960-",1
2016,Like bread on the seder plate : Jewish lesbians and the transformation of tradition / Rebecca Alpert.,"Alpert, Rebecca T. (Rebecca Trachtenberg), 1950-",1
2016,"Living the spirit : a gay American Indian anthology / compiled by Gay American Indians, Will Roscoe, coordinating editor.",NA,1
2016,Living two lives : married to a man and in love with a woman / Joanne Fleisher.,"Fleisher, Joanne",1
2016,Long road to freedom : the Advocate history of the gay and lesbian movement / edited by Mark Thompson ; foreword by Randy Shilts.,NA,1
2016,Looking for brothers / Michael Rowe.,"Rowe, Michael, 1962-",1
2016,Love in good time : a memoir / Claire Robson.,"Robson, Claire, 1949-",1
2016,"Love, Christopher Street : reflections of New York City / edited by Thomas Keith ; introduction by Christopher Bram.",NA,1
2016,Loving someone gay / Don Clark.,"Clark, Donald H., 1930-",1
2016,"Mama's boy, preacher's son : a memoir / Kevin Jennings.","Jennings, Kevin, 1963-",1
2016,May Sarton : a biography / Margot Peters.,"Peters, Margot",1
2016,Men in Eden : William Drummond Stewart and same-sex desire in the Rocky Mountain fur trade / William Benemann.,"Benemann, William, 1949-",1
2016,Mental : funny in the head / Eddie Sarfaty.,"Sarfaty, Eddie",1
2016,"Midlife queer : autobiography of a decade, 1971-1981 / Martin Duberman.","Duberman, Martin B.",1
2016,Mississippi sissy / Kevin Sessums.,"Sessums, Kevin",1
2016,"Mistaken identity : two families, one survivor, unwavering hope / Don Van Ryn ... [and others].",NA,1
2016,Mosaic no. 1 : life stories : from isolation to community : oral history from the Northwest Lesbian and Gay History Museum Project / edited by Ruth Pettis.,NA,1
2016,Mothers and sons / by Terrence McNally.,"McNally, Terrence",1
2016,My dangerous desires : a queer girl dreaming her way home / Amber L. Hollibaugh ; foreword by Dorothy Allison.,"Hollibaugh, Amber L., 1946-",1
2016,My husband is gay : a woman's guide to surviving the crisis / Carol Grever.,"Grever, Carol",1
2016,My lesbian husband : landscapes of a marriage / Barrie Jean Borich.,"Borich, Barrie Jean, 1959-",1
2016,My queer war / James Lord.,"Lord, James",1
2016,"My two moms : lessons of love, strength, and what makes a family / Zach Wahls ; with Bruce Littlefield.","Wahls, Zach",1
2016,Naked in the promised land / Lillian Faderman.,"Faderman, Lillian",1
2016,Nobody is supposed to know : black sexuality on the down low / C. Riley Snorton.,"Snorton, C. Riley.",1
2016,One more river to cross : Black and gay in America / Keith Boykin.,"Boykin, Keith",1
2016,"Opposite sex : gay men on lesbians, lesbians on gay men / edited by Sara Miles and Eric Rofes.",NA,1
2016,Our Paris : sketches from memory / Edmund White ; with drawings by Hubert Sorin.,"White, Edmund, 1940-",1
2016,Out for good : the struggle to build a gay rights movement in America / Dudley Clendinen and Adam Nagourney.,"Clendinen, Dudley",1
2016,Out law : what LGBT youth should know about their legal rights / Lisa Keen.,"Keen, Lisa",1
2016,"Out of the closet, into our hearts : celebrating our gay/Lesbian family members / edited by Laura Siegel and Nancy Lamkin Olson.",NA,1
2016,"Out of the ordinary : essays on growing up with gay, lesbian, and transgender parents / Noelle Howey and Ellen Samuels, editors.",NA,1
2016,Outspoken : role models from the lesbian and gay community / Michael Thomas Ford.,"Ford, Michael Thomas",1
2016,Particular voices : portraits of gay and lesbian writers / Robert Giard.,"Giard, Robert",1
2016,Passions of the cut sleeve : the male homosexual tradition in China / Bret Hinsch.,"Hinsch, Bret",1
2016,Pee-shy / Frank Spinelli.,"Spinelli, Frank",1
2016,Pictures from here / Sunil Gupta.,"Gupta, Sunil",1
2016,Portrait of a seductress : the world of Natalie Barney / Jean Chalon ; translated from the French by Carol Barko.,"Chalon, Jean",1
2016,"Private lives, public conflicts : battles over gay rights in American communities / James W. Button, Barbara A. Rienzo, Kenneth D. Wald ; foreword by Barney Frank.","Button, James W., 1942-",1
2016,Professions of desire : lesbian and gay studies in literature / edited by George E. Haggerty and Bonnie Zimmerman.,NA,1
2016,Q & A : queer in Asian America / edited by David L. Eng and Alice Y. Hom.,NA,1
2016,Queer : la guía LGBT para adolescentes / Kathy Belge y Marke Bieschke.,"Belge, Kathy",1
2016,Queer baby names : a completely irreverent guide to naming your lesbian/gay tot / Matthew Rettenmund & Jaye Zimet.,"Rettenmund, Matthew",1
2016,Queer images : a history of gay and lesbian film in America / Harry M. Benshoff and Sean Griffin.,"Benshoff, Harry M.",1
2016,Queer poetics : five modernist women writers / Mary E. Galvin.,"Galvin, Mary E., 1961-",1
2016,Radclyffe Hall a woman called John,NA,1
2016,Reforming Sodom : Protestants and the rise of gay rights / Heather R. White.,"White, Heather Rachelle, 1974-",1
2016,Required reading : how to get your life for good / Darryl Stephens.,"Stephens, Darryl, 1974-",1
2016,Rice : explorations into gay Asian culture + politics / edited with an introduction by Song Cho.,NA,1
2016,Romantic genius : the prehistory of a homosexual role / Andrew Elfenbein.,"Elfenbein, Andrew",1
2016,Same-sex dynamics among nineteenth-century Americans : a Mormon example / D. Michael Quinn.,"Quinn, D. Michael, 1944-",1
2016,Same-sex marriage : granting equal rights or damaging the status of marriage? / Tricia Andryszewski.,"Andryszewski, Tricia, 1956-",1
2016,Sappho's gymnasium / Olga Broumas & T. Begley.,"Broumas, Olga, 1949-",1
2016,Selling out : the gay and lesbian movement goes to market / Alexandra Chasin.,"Chasin, Alexandra",1
2016,Sex talks to girls : a memoir / Maureen Seaton.,"Seaton, Maureen, 1947-",1
2016,Sex variant woman : the life of Jeannette Howard Foster / Joanne Passet.,"Passet, Joanne Ellen, 1954-",1
2016,Sexual intimacy for women : a guide for same-sex couples / Glenda Corwin.,"Corwin, Glenda",1
2016,"Sexual politics, sexual communities : the making of a homosexual minority in the United States, 1940-1970 / John D'Emilio.","D'Emilio, John",1
2016,"She ain't heavy, she's my mother : a memoir / Bryan Batt.","Batt, Bryan",1
2016,"Smashing the stereotypes : what does it mean to be gay, lesbian, bisexual, or transgender? / by Jaime A. Seba.","Seba, Jaime",1
2016,Something to declare : good lesbian travel writing / edited by Gillian Kendall.,NA,1
2016,Speaking out / [compiled by] Ken Hanes.,NA,1
2016,Straight talk about homosexuality : the other side of tolerance / Richard Cohen.,"Cohen, Richard A., 1952-",1
2016,Straight walk : a supermodel's journey to finding her truth : a memoir / Patricia Velasquez.,"Velasquez, Patricia",1
2016,"Strong women, deep closets : lesbians and homophobia in sport / Pat Griffin.","Griffin, Pat",1
2016,"Surpassing the love of men : romantic friendship and love between women, from the Renaissance to the present / Lillian Faderman.","Faderman, Lillian",1
2016,Telling moments : autobiographical lesbian short stories / edited by Lynda Hall.,NA,1
2016,Thats revolting queer strategies for resisting assimilation,NA,1
2016,"The Gay & lesbian literary companion / Sharon Malinowski and Christa Brelin ; Malcolm Boyd, consulting editor.",NA,1
2016,The Gay Times book of short stories : the next wave / edited by P-P Hartnett.,NA,1
2016,The L life : extraordinary lesbians making a difference / Erin McHugh ; photographs by Jennifer May.,"McHugh, Erin, 1969-",1
2016,The apparitional lesbian : female homosexuality and modern culture / Terry Castle.,"Castle, Terry",1
2016,The art of meeting women : a guide for gay women : how to meet the women you want to meet / Rhona Sacks.,"Sacks, Rhona.",1
2016,The burning library : essays / Edmund White ; edited by David Bergman.,"White, Edmund, 1940-",1
2016,The church and the homosexual / John J. McNeill.,"McNeill, John J.",1
2016,The confession / James E. McGreevey with David France.,"McGreevey, James E., 1957-",1
2016,"The constitutional underclass : gays, lesbians, and the failure of class-based equal protection / Evan Gerstmann.","Gerstmann, Evan",1
2016,The essential guide to gay & lesbian weddings / Tess Ayers and Paul Brown.,"Ayers, Tess",1
2016,The evening crowd at Kirmser's : a gay life in the 1940s / Ricardo J. Brown ; edited by William Reichard ; foreword by Allan H. Spear.,"Brown, Ricardo J.",1
2016,The flounder time / written and illustrated by Katy Weselcouch.,"Weselcouch, Katy.",1
2016,"The gay couple's guide to wedding planning : everything gay men need to know to create a fun, romantic, and memorable ceremony / by David Toussaint ; photographs by Melanie Wesslock and Katje Hempel.","Toussaint, David",1
2016,The glass closet : why coming out is good business / John Browne.,"Browne, John, 1948-",1
2016,The ladies of Llangollen: a study in romantic friendship.,"Mavor, Elizabeth, 1927-2013",1
2016,The last Sunday in June / photographs by Jamel Shabazz ; essays by Kelefa Sanneh and Emil Welbekin.,"Shabazz, Jamel, 1960-",1
2016,"The last deployment : how a gay, hammer-swinging twentysomething survived a year in Iraq / Bronson Lemer.","Lemer, Bronson",1
2016,The lavender locker room : 3000 years of great athletes whose sexual orientation was different / by Patricia Nell Warren.,"Warren, Patricia Nell",1
2016,The lavender scare : the Cold War persecution of gays and lesbians in the federal government / David K. Johnson.,"Johnson, David K.",1
2016,The male muse; a gay anthology. Edited by Ian Young.,"Young, Ian",1
2016,The man I might become : gay men write about their fathers / edited by Bruce Shenitz ; foreword by Andrew Holleran.,NA,1
